,loan_amnt,emp_length,home_ownership,annual_inc,loan_status,addr_state,dti,revol_util,total_acc,chargeoff_within_12_mths,pub_rec_bankruptcies,total_bal_ex_mort,approval
58330,11000.0,10.0,OWN,47000.0,Fully Paid,IL,23.0,20.1,60.0,0.0,0.0,28529.0,0
58331,24000.0,5.0,RENT,82000.0,Fully Paid,NY,6.61,77.5,24.0,0.0,0.0,26178.0,0
58333,10000.0,1.0,RENT,30000.0,Fully Paid,OR,32.28,34.7,21.0,0.0,0.0,36564.0,0
58335,9750.0,10.0,RENT,28000.0,Fully Paid,CA,25.55,85.2,14.0,0.0,0.0,24679.0,0
58339,26375.0,10.0,MORTGAGE,66188.0,Fully Paid,NV,34.37,60.9,22.0,0.0,0.0,34851.0,0
58341,8000.0,2.0,RENT,33000.0,Fully Paid,NY,22.35,37.6,18.0,0.0,0.0,19833.0,0
58344,3250.0,2.0,RENT,41200.0,Fully Paid,NY,20.71,81.8,15.0,0.0,0.0,22295.0,0
58349,11700.0,2.0,RENT,35000.0,Fully Paid,WY,15.53,81.1,13.0,0.0,0.0,11503.0,0
58350,19125.0,10.0,RENT,50000.0,Charged Off,CA,25.04,65.6,29.0,0.0,0.0,31617.0,1
58355,18250.0,1.0,RENT,41600.0,Fully Paid,NV,14.48,46.7,16.0,0.0,0.0,16838.0,0
58357,6400.0,10.0,RENT,40000.0,Fully Paid,CA,18.96,53.4,23.0,0.0,0.0,31535.0,0
58361,30000.0,10.0,RENT,73000.0,Fully Paid,GA,25.84,96.3,23.0,0.0,0.0,47210.0,0
58363,6400.0,5.0,RENT,75000.0,Fully Paid,CT,13.14,76.8,18.0,0.0,0.0,43539.0,0
58365,15000.0,5.0,RENT,95000.0,Fully Paid,NM,16.52,92.0,42.0,0.0,0.0,25870.0,0
58367,22250.0,2.0,MORTGAGE,50000.0,Fully Paid,NM,29.24,66.1,19.0,0.0,1.0,42241.0,0
58372,5375.0,10.0,RENT,27000.0,Fully Paid,PA,9.2,36.6,21.0,0.0,0.0,3729.0,0
58375,12000.0,2.0,RENT,50000.0,Fully Paid,CA,10.08,39.3,15.0,0.0,1.0,21759.0,0
58381,15000.0,1.0,RENT,52000.0,Fully Paid,WI,12.65,76.3,20.0,0.0,0.0,18594.0,0
58385,3000.0,6.0,OWN,50841.0,Fully Paid,CO,16.48,72.2,31.0,0.0,0.0,40565.0,0
58392,35000.0,2.0,RENT,102000.0,Charged Off,OK,26.68,69.4,33.0,0.0,0.0,41639.0,1
58393,4500.0,4.0,RENT,25000.0,Fully Paid,MI,12.63,61.7,8.0,0.0,0.0,7646.0,0
58394,21200.0,10.0,MORTGAGE,48000.0,Fully Paid,TX,29.18,50.7,32.0,0.0,0.0,47462.0,0
58396,15000.0,3.0,MORTGAGE,50000.0,Fully Paid,NH,23.67,68.6,9.0,0.0,0.0,46358.0,0
58399,20000.0,10.0,RENT,45000.0,Fully Paid,WI,23.07,90.2,11.0,0.0,0.0,26422.0,0
58402,10050.0,1.0,RENT,29120.0,Fully Paid,MN,15.66,90.8,10.0,0.0,0.0,23436.0,0
58403,22000.0,7.0,MORTGAGE,59000.0,Fully Paid,TX,11.03,67.5,17.0,0.0,0.0,35852.0,0
58404,8000.0,5.0,RENT,60000.0,Fully Paid,CA,2.94,51.1,26.0,0.0,0.0,2708.0,0
58410,17000.0,10.0,OWN,40000.0,Fully Paid,FL,23.13,57.9,13.0,0.0,0.0,19158.0,0
58412,10625.0,10.0,RENT,32000.0,Fully Paid,NY,18.45,59.5,18.0,0.0,0.0,16690.0,0
58414,8400.0,7.0,RENT,36000.0,Fully Paid,WI,9.4,47.0,31.0,0.0,0.0,7303.0,0
58418,7875.0,6.0,RENT,24000.0,Fully Paid,AZ,21.0,29.5,21.0,0.0,1.0,9498.0,0
58421,1200.0,10.0,OWN,58000.0,Fully Paid,FL,5.23,16.5,20.0,0.0,0.0,14199.0,0
58422,22000.0,6.0,MORTGAGE,74871.0,Fully Paid,MD,21.96,79.8,43.0,0.0,0.0,40626.0,0
58423,7200.0,10.0,OWN,37000.0,Fully Paid,HI,3.83,19.7,12.0,0.0,1.0,5463.0,0
58424,12000.0,1.0,RENT,38000.0,Fully Paid,CT,20.04,43.6,9.0,0.0,0.0,29479.0,0
58425,20000.0,10.0,RENT,59000.0,Charged Off,OH,10.76,39.4,30.0,0.0,0.0,16567.0,1
58426,8400.0,7.0,MORTGAGE,30000.0,Fully Paid,KY,28.81,88.7,25.0,0.0,0.0,37377.0,0
58427,17400.0,10.0,MORTGAGE,65000.0,Fully Paid,CA,19.09,68.7,16.0,0.0,0.0,36019.0,0
58428,9200.0,10.0,RENT,37800.0,Fully Paid,OR,10.03,65.6,8.0,0.0,1.0,10247.0,0
58429,6000.0,8.0,RENT,45000.0,Charged Off,CA,12.99,45.7,11.0,0.0,0.0,13068.0,1
58431,14000.0,8.0,MORTGAGE,57000.0,Fully Paid,CA,6.19,63.9,15.0,0.0,0.0,13892.0,0
58432,6400.0,1.0,RENT,41000.0,Fully Paid,CO,14.05,87.6,21.0,0.0,1.0,49479.0,0
58433,1775.0,10.0,RENT,35000.0,Fully Paid,MN,26.41,87.0,24.0,0.0,0.0,17083.0,0
58436,24000.0,10.0,OWN,64449.68,Charged Off,TX,18.72,63.7,36.0,0.0,0.0,29909.0,1
58445,20000.0,10.0,RENT,68000.0,Charged Off,NY,5.17,99.0,10.0,0.0,0.0,11983.0,1
58446,12000.0,1.0,RENT,71000.0,Fully Paid,TX,21.62,76.5,28.0,0.0,0.0,46182.0,0
58450,13000.0,7.0,RENT,56160.0,Fully Paid,CA,14.32,69.1,9.0,0.0,0.0,15290.0,0
58452,10000.0,10.0,OWN,54000.0,Charged Off,MI,12.36,36.5,22.0,0.0,0.0,29000.0,1
58455,10000.0,2.0,RENT,30000.0,Charged Off,OR,13.46,86.8,18.0,0.0,0.0,7495.0,1
58456,15000.0,7.0,RENT,50000.0,Fully Paid,NY,25.39,45.7,21.0,0.0,0.0,23550.0,0
58458,9000.0,10.0,RENT,79000.0,Fully Paid,NY,11.89,39.2,10.0,0.0,0.0,17422.0,0
58460,6000.0,10.0,RENT,40000.0,Fully Paid,PA,12.99,28.9,9.0,0.0,1.0,5600.0,0
58462,2000.0,1.0,RENT,70000.0,Fully Paid,CA,7.41,65.8,10.0,0.0,0.0,9904.0,0
58464,9000.0,5.0,RENT,65000.0,Fully Paid,NY,22.4,50.5,14.0,0.0,1.0,38284.0,0
58472,24000.0,2.0,RENT,78000.0,Charged Off,HI,13.95,58.6,40.0,0.0,0.0,25674.0,1
58474,14000.0,2.0,RENT,40000.0,Fully Paid,MT,25.92,40.7,35.0,0.0,0.0,41628.0,0
58475,6000.0,4.0,RENT,30000.0,Charged Off,NY,2.81,35.5,8.0,0.0,0.0,2239.0,1
58477,4500.0,1.0,RENT,35000.0,Fully Paid,GA,7.51,58.0,25.0,0.0,1.0,5976.0,0
58480,12600.0,10.0,RENT,73000.0,Fully Paid,OR,6.59,60.4,29.0,1.0,0.0,40025.0,0
58483,4200.0,10.0,MORTGAGE,74000.0,Fully Paid,WI,24.62,90.7,23.0,0.0,0.0,41979.0,0
58491,8000.0,1.0,RENT,48000.0,Fully Paid,OK,16.5,83.2,22.0,0.0,0.0,36304.0,0
58495,9250.0,1.0,MORTGAGE,38500.0,Fully Paid,FL,34.79,73.1,25.0,0.0,0.0,48940.0,0
58499,20000.0,3.0,OWN,60000.0,Fully Paid,OK,11.76,33.3,9.0,0.0,1.0,20838.0,0
58500,12000.0,2.0,OWN,60000.0,Fully Paid,TN,21.96,36.5,34.0,0.0,0.0,29672.0,0
58507,5000.0,10.0,RENT,45000.0,Fully Paid,CT,16.67,86.5,9.0,0.0,1.0,24800.0,0
58508,6000.0,7.0,RENT,21000.0,Fully Paid,CA,14.8,84.2,11.0,0.0,0.0,10777.0,0
58510,8000.0,10.0,RENT,48000.0,Fully Paid,WI,5.38,24.3,6.0,0.0,1.0,7902.0,0
58511,11400.0,10.0,MORTGAGE,51800.0,Charged Off,NV,9.41,45.2,6.0,0.0,1.0,9315.0,1
58513,18200.0,10.0,RENT,55000.0,Fully Paid,NJ,29.26,58.1,24.0,0.0,0.0,41865.0,0
58515,20000.0,5.0,MORTGAGE,75000.0,Fully Paid,MI,15.04,24.8,23.0,0.0,1.0,25824.0,0
58519,8000.0,1.0,RENT,48000.0,Fully Paid,TX,20.4,51.8,18.0,0.0,0.0,32307.0,0
58520,12000.0,10.0,RENT,43000.0,Fully Paid,IL,21.85,78.4,13.0,0.0,0.0,19980.0,0
58521,9000.0,3.0,RENT,48000.0,Fully Paid,NV,4.68,58.8,10.0,0.0,0.0,7414.0,0
58524,7000.0,3.0,MORTGAGE,85000.0,Fully Paid,NY,5.07,89.5,10.0,0.0,1.0,9571.0,0
58531,7550.0,1.0,OWN,79100.0,Fully Paid,CA,10.56,19.6,17.0,0.0,0.0,30906.0,0
58540,18000.0,9.0,RENT,55000.0,Fully Paid,FL,20.84,46.8,24.0,0.0,0.0,38799.0,0
58542,14000.0,2.0,RENT,100000.0,Fully Paid,CA,9.22,75.4,10.0,0.0,1.0,29535.0,0
58545,13000.0,10.0,RENT,70000.0,Fully Paid,NY,9.07,48.0,22.0,0.0,0.0,19556.0,0
58547,18825.0,4.0,RENT,43000.0,Fully Paid,NJ,15.91,71.4,40.0,0.0,0.0,32111.0,0
58548,6500.0,5.0,RENT,30000.0,Fully Paid,CA,5.64,36.4,11.0,0.0,0.0,4948.0,0
58549,15000.0,8.0,RENT,149760.0,Fully Paid,CA,8.5,92.1,18.0,0.0,0.0,46791.0,0
58550,28000.0,10.0,RENT,90000.0,Fully Paid,OH,22.79,74.3,45.0,0.0,0.0,38163.0,0
58551,5000.0,10.0,MORTGAGE,33000.0,Fully Paid,HI,26.39,81.9,19.0,0.0,0.0,15427.0,0
58555,6000.0,6.0,MORTGAGE,59000.0,Fully Paid,NJ,21.74,6.3,46.0,0.0,1.0,21572.0,0
58556,12000.0,7.0,OWN,34300.0,Fully Paid,CA,23.23,65.1,19.0,0.0,0.0,24586.0,0
58564,6500.0,4.0,RENT,80000.0,Fully Paid,AZ,23.07,69.4,39.0,0.0,0.0,44795.0,0
58566,16500.0,10.0,OWN,70000.0,Fully Paid,MD,15.31,72.7,12.0,0.0,0.0,29773.0,0
58567,10000.0,6.0,MORTGAGE,40000.0,Charged Off,TX,23.04,49.0,31.0,0.0,0.0,20018.0,1
58568,18000.0,1.0,RENT,48000.0,Fully Paid,CA,22.23,71.9,22.0,0.0,0.0,36201.0,0
58569,7000.0,7.0,RENT,58500.0,Fully Paid,FL,10.34,33.9,17.0,0.0,1.0,10150.0,0
58572,8000.0,10.0,OWN,49000.0,Fully Paid,LA,8.93,64.9,11.0,0.0,0.0,16361.0,0
58585,5500.0,10.0,RENT,21000.0,Fully Paid,WI,19.6,55.2,43.0,0.0,0.0,8114.0,0
58591,17000.0,6.0,RENT,70000.0,Fully Paid,KS,21.24,18.0,13.0,0.0,0.0,31978.0,0
58592,6625.0,1.0,RENT,35600.0,Fully Paid,GA,31.15,72.7,22.0,0.0,1.0,35880.0,0
58596,11250.0,7.0,RENT,65000.0,Fully Paid,OK,13.46,62.5,17.0,0.0,1.0,13636.0,0
58602,20600.0,10.0,OWN,50000.0,Fully Paid,VA,10.8,47.7,23.0,0.0,0.0,20499.0,0
58604,8000.0,8.0,RENT,61100.0,Fully Paid,CO,21.49,58.4,23.0,0.0,1.0,35573.0,0
58605,10000.0,7.0,MORTGAGE,35000.0,Fully Paid,MO,8.78,26.8,19.0,0.0,1.0,6758.0,0
58606,27000.0,10.0,RENT,90000.0,Fully Paid,NY,9.18,37.3,24.0,0.0,0.0,18571.0,0
58607,7000.0,8.0,RENT,40000.0,Fully Paid,CA,10.32,44.8,11.0,0.0,0.0,22370.0,0
58608,8000.0,1.0,RENT,52000.0,Fully Paid,LA,17.06,83.7,15.0,0.0,0.0,27659.0,0
58610,15000.0,7.0,RENT,85000.0,Fully Paid,MD,9.61,49.3,15.0,0.0,0.0,48728.0,0
58611,24000.0,2.0,RENT,130000.0,Fully Paid,IL,7.88,93.9,22.0,0.0,0.0,25653.0,0
58613,10000.0,10.0,RENT,42000.0,Charged Off,NY,21.89,29.8,16.0,0.0,1.0,14701.0,1
58615,9500.0,1.0,MORTGAGE,72000.0,Fully Paid,GA,6.75,41.1,21.0,0.0,0.0,22614.0,0
58619,9000.0,1.0,RENT,55000.0,Fully Paid,CA,4.2,66.5,36.0,0.0,0.0,6914.0,0
58620,16000.0,10.0,RENT,78000.0,Charged Off,MD,21.89,66.1,26.0,0.0,1.0,14151.0,1
58624,9450.0,10.0,RENT,28000.0,Fully Paid,PA,21.3,85.7,11.0,0.0,0.0,16364.0,0
58625,20000.0,10.0,RENT,85000.0,Fully Paid,CA,9.15,79.7,17.0,0.0,1.0,12779.0,0
58627,15000.0,2.0,RENT,70000.0,Fully Paid,UT,8.98,54.9,15.0,0.0,0.0,32115.0,0
58632,4000.0,4.0,RENT,50000.0,Fully Paid,TN,16.77,93.1,11.0,0.0,0.0,24302.0,0
58635,6500.0,10.0,OWN,30000.0,Fully Paid,MI,28.0,64.8,23.0,0.0,0.0,23267.0,0
58637,16000.0,10.0,MORTGAGE,86000.0,Fully Paid,CO,13.31,94.3,32.0,0.0,0.0,33924.0,0
58639,12500.0,8.0,MORTGAGE,42000.0,Fully Paid,AL,16.03,52.9,13.0,0.0,1.0,22273.0,0
58651,15000.0,9.0,RENT,41600.0,Fully Paid,OH,12.0,60.1,23.0,0.0,0.0,11671.0,0
58652,12000.0,7.0,MORTGAGE,56000.0,Fully Paid,TX,21.58,35.2,14.0,0.0,0.0,21687.0,0
58653,11000.0,10.0,RENT,80000.0,Fully Paid,FL,9.44,71.8,11.0,0.0,1.0,26584.0,0
58660,6000.0,2.0,RENT,29000.0,Fully Paid,NY,7.37,63.0,6.0,0.0,0.0,4485.0,0
58663,14000.0,6.0,RENT,50000.0,Charged Off,NC,20.17,65.1,19.0,0.0,0.0,27709.0,1
58664,24000.0,10.0,RENT,65000.0,Fully Paid,HI,23.22,64.7,32.0,0.0,0.0,49027.0,0
58665,16000.0,7.0,OWN,56000.0,Fully Paid,GA,22.48,80.7,33.0,0.0,0.0,30286.0,0
58666,10000.0,10.0,MORTGAGE,50000.0,Fully Paid,TX,19.44,7.5,11.0,0.0,0.0,42013.0,0
58668,10000.0,10.0,MORTGAGE,70000.0,Charged Off,MI,33.33,35.7,59.0,0.0,0.0,43305.0,1
58669,35000.0,10.0,RENT,150000.0,Fully Paid,CA,6.22,54.4,13.0,0.0,0.0,28545.0,0
58675,1400.0,10.0,RENT,50000.0,Fully Paid,NY,23.14,20.5,11.0,0.0,1.0,19762.0,0
58677,4000.0,4.0,RENT,24000.0,Fully Paid,MN,12.15,72.1,12.0,0.0,0.0,4617.0,0
58680,7200.0,3.0,OWN,50000.0,Fully Paid,TX,4.34,39.9,7.0,0.0,1.0,4349.0,0
58681,35000.0,1.0,RENT,82000.0,Fully Paid,NJ,16.8,71.0,28.0,0.0,0.0,42911.0,0
58682,5000.0,10.0,RENT,79250.0,Charged Off,FL,13.45,74.7,19.0,0.0,0.0,27201.0,1
58685,1200.0,3.0,RENT,24000.0,Fully Paid,NV,20.55,15.4,7.0,0.0,0.0,9982.0,0
58686,15000.0,10.0,RENT,68780.0,Fully Paid,CA,18.36,71.4,35.0,0.0,0.0,42639.0,0
58692,4950.0,5.0,RENT,29000.0,Fully Paid,IL,19.08,73.7,11.0,0.0,0.0,19024.0,0
58693,12000.0,10.0,RENT,60000.0,Charged Off,OH,8.28,81.2,13.0,0.0,0.0,16536.0,1
58696,10000.0,10.0,MORTGAGE,45000.0,Fully Paid,AL,18.13,51.0,40.0,1.0,0.0,21918.0,0
58699,9500.0,4.0,RENT,36000.0,Fully Paid,CA,7.37,34.9,21.0,0.0,0.0,10538.0,0
58701,9000.0,5.0,MORTGAGE,140000.0,Fully Paid,OH,8.23,24.5,21.0,0.0,0.0,41173.0,0
58703,10000.0,10.0,RENT,40000.0,Fully Paid,WA,14.55,87.1,11.0,0.0,1.0,15934.0,0
58704,20500.0,10.0,MORTGAGE,46000.0,Fully Paid,KS,12.18,46.4,20.0,0.0,0.0,12388.0,0
58710,17625.0,2.0,MORTGAGE,40000.0,Charged Off,GA,18.69,82.2,34.0,0.0,0.0,4356.0,1
58714,27000.0,7.0,RENT,67000.0,Charged Off,FL,15.78,48.1,36.0,0.0,1.0,28032.0,1
58715,13000.0,10.0,OWN,43076.0,Fully Paid,TN,24.27,54.2,27.0,0.0,0.0,40034.0,0
58716,11000.0,8.0,RENT,70000.0,Fully Paid,NJ,6.31,3.8,24.0,0.0,0.0,25331.0,0
58721,15000.0,10.0,RENT,46000.0,Fully Paid,MA,16.46,33.1,16.0,0.0,0.0,20303.0,0
58726,2000.0,10.0,RENT,58000.0,Fully Paid,PA,10.1,81.2,12.0,0.0,0.0,16315.0,0
58733,12375.0,2.0,RENT,52000.0,Charged Off,FL,22.62,36.9,14.0,0.0,0.0,27005.0,1
58737,5000.0,2.0,RENT,35000.0,Fully Paid,MD,18.31,77.9,9.0,0.0,0.0,14740.0,0
58738,5600.0,9.0,RENT,47320.0,Charged Off,IL,29.28,68.6,19.0,0.0,0.0,42580.0,1
58742,12375.0,2.0,RENT,78000.0,Charged Off,CA,12.91,81.6,11.0,0.0,0.0,33446.0,1
58743,10000.0,10.0,OWN,60000.0,Charged Off,MI,27.56,76.0,24.0,0.0,0.0,32594.0,1
58744,17500.0,1.0,MORTGAGE,80000.0,Fully Paid,GA,8.61,43.7,34.0,0.0,0.0,19087.0,0
58745,15600.0,10.0,RENT,60000.0,Fully Paid,CA,17.9,56.0,38.0,0.0,0.0,29487.0,0
58749,3400.0,1.0,MORTGAGE,45000.0,Fully Paid,AZ,12.8,10.3,24.0,0.0,0.0,16723.0,0
58756,10000.0,9.0,RENT,45000.0,Fully Paid,WI,4.23,30.7,15.0,0.0,2.0,5290.0,0
58758,20000.0,1.0,RENT,100000.0,Fully Paid,CA,9.42,53.2,16.0,0.0,0.0,38255.0,0
58763,10625.0,8.0,OWN,36000.0,Fully Paid,AZ,24.57,79.0,7.0,0.0,1.0,8963.0,0
58765,6450.0,5.0,OWN,23325.82,Fully Paid,MO,26.15,67.8,32.0,0.0,0.0,14984.0,0
58768,3600.0,3.0,RENT,20000.0,Fully Paid,CA,14.71,47.6,12.0,0.0,0.0,28135.0,0
58769,8975.0,10.0,OWN,27000.0,Charged Off,PA,19.56,55.9,16.0,0.0,0.0,23689.0,1
58770,15000.0,10.0,MORTGAGE,52000.0,Fully Paid,NY,5.17,69.0,20.0,0.0,1.0,6351.0,0
58773,18300.0,10.0,RENT,56928.0,Fully Paid,TX,10.24,68.2,25.0,0.0,0.0,15913.0,0
58775,12500.0,1.0,RENT,80000.0,Fully Paid,GA,9.62,37.9,14.0,0.0,0.0,17131.0,0
58777,9750.0,4.0,RENT,30000.0,Fully Paid,FL,22.63,28.0,13.0,0.0,0.0,28178.0,0
58779,10500.0,7.0,RENT,33000.0,Fully Paid,MD,29.75,71.7,41.0,0.0,0.0,22072.0,0
58786,34475.0,3.0,MORTGAGE,77000.0,Fully Paid,TN,19.08,78.1,25.0,0.0,0.0,31271.0,0
58790,16500.0,10.0,MORTGAGE,85000.0,Fully Paid,MA,13.0,73.9,46.0,0.0,0.0,45234.0,0
58792,3000.0,10.0,MORTGAGE,90000.0,Fully Paid,WI,24.15,50.5,28.0,0.0,0.0,13145.0,0
58795,11000.0,10.0,RENT,90000.0,Fully Paid,CA,9.69,74.6,21.0,0.0,1.0,12618.0,0
58796,26500.0,6.0,MORTGAGE,60000.0,Fully Paid,SC,12.38,27.4,10.0,0.0,0.0,38941.0,0
58797,8500.0,10.0,OWN,40000.0,Fully Paid,MO,10.24,28.6,20.0,0.0,0.0,11135.0,0
58800,15875.0,1.0,RENT,36000.0,Fully Paid,NY,11.9,93.8,12.0,0.0,0.0,11918.0,0
58803,12000.0,8.0,RENT,50000.0,Charged Off,CA,23.45,43.4,15.0,0.0,0.0,20905.0,1
58807,20000.0,3.0,OWN,75000.0,Fully Paid,WV,22.9,58.0,26.0,0.0,0.0,48256.0,0
58808,20000.0,10.0,OWN,61150.0,Fully Paid,MN,14.72,92.6,21.0,0.0,0.0,27052.0,0
58813,12000.0,4.0,RENT,65000.0,Fully Paid,CA,10.38,67.6,22.0,0.0,1.0,21871.0,0
58814,11200.0,1.0,RENT,50000.0,Charged Off,TX,8.88,36.6,14.0,0.0,0.0,12217.0,1
58818,33600.0,1.0,RENT,80000.0,Fully Paid,NJ,22.22,46.7,33.0,0.0,0.0,46864.0,0
58824,16425.0,1.0,RENT,57000.0,Fully Paid,NM,6.76,92.4,11.0,0.0,0.0,11272.0,0
58826,6400.0,10.0,RENT,51250.0,Fully Paid,VA,14.27,30.3,22.0,0.0,1.0,14129.0,0
58830,12050.0,10.0,RENT,45000.0,Fully Paid,CT,20.32,78.8,14.0,0.0,0.0,27699.0,0
58835,12000.0,5.0,RENT,60000.0,Fully Paid,AK,29.92,44.9,37.0,0.0,0.0,49398.0,0
58839,8500.0,10.0,RENT,45000.0,Fully Paid,MO,18.88,58.9,52.0,0.0,1.0,31823.0,0
58842,8000.0,3.0,RENT,48000.0,Fully Paid,CA,6.4,69.5,10.0,0.0,0.0,6259.0,0
58845,7000.0,5.0,OWN,50000.0,Fully Paid,CA,22.95,28.6,21.0,0.0,0.0,30822.0,0
58852,17000.0,10.0,MORTGAGE,65000.0,Fully Paid,TX,12.46,64.4,26.0,0.0,1.0,24011.0,0
58855,3000.0,10.0,OWN,50000.0,Fully Paid,OH,13.32,78.8,20.0,0.0,1.0,25554.0,0
58856,3200.0,2.0,RENT,20000.0,Fully Paid,FL,23.41,57.3,11.0,0.0,0.0,18396.0,0
58859,10000.0,3.0,RENT,85000.0,Charged Off,OR,10.31,81.1,10.0,0.0,1.0,27942.0,1
58861,4100.0,3.0,RENT,47840.0,Fully Paid,CA,15.15,44.7,23.0,0.0,0.0,37059.0,0
58867,6000.0,1.0,RENT,25000.0,Fully Paid,MI,7.78,48.3,10.0,0.0,0.0,5897.0,0
58868,5000.0,6.0,OWN,20000.0,Fully Paid,WI,10.26,68.7,9.0,0.0,1.0,5411.0,0
58869,5125.0,10.0,OWN,30000.0,Fully Paid,NY,15.08,29.9,15.0,0.0,0.0,42385.0,0
58870,8000.0,9.0,MORTGAGE,53000.0,Fully Paid,MD,21.33,57.9,28.0,0.0,0.0,24136.0,0
58871,13250.0,10.0,RENT,44000.0,Fully Paid,WI,26.35,29.4,10.0,0.0,2.0,42528.0,0
58874,18825.0,8.0,RENT,43000.0,Fully Paid,NV,13.99,50.3,33.0,0.0,0.0,16153.0,0
58875,25000.0,10.0,MORTGAGE,70000.0,Fully Paid,TN,6.36,35.8,35.0,0.0,0.0,11645.0,0
58876,30000.0,10.0,MORTGAGE,106000.0,Fully Paid,FL,19.06,57.9,30.0,0.0,0.0,49018.0,0
58879,9000.0,10.0,RENT,32500.0,Fully Paid,NY,15.21,26.4,17.0,0.0,0.0,21548.0,0
58880,8400.0,6.0,OWN,31000.0,Fully Paid,FL,23.81,48.3,9.0,0.0,0.0,26038.0,0
58884,12000.0,4.0,RENT,53000.0,Fully Paid,FL,16.24,34.1,31.0,0.0,0.0,41568.0,0
58885,9050.0,10.0,RENT,34000.0,Fully Paid,FL,11.33,45.8,18.0,0.0,1.0,10212.0,0
58886,12000.0,2.0,RENT,75000.0,Fully Paid,WA,12.88,41.3,24.0,0.0,0.0,42316.0,0
58892,20000.0,10.0,RENT,52800.0,Fully Paid,CA,20.59,54.4,28.0,0.0,0.0,23767.0,0
58896,15000.0,1.0,RENT,38640.0,Fully Paid,NV,12.83,41.9,18.0,0.0,0.0,15896.0,0
58897,6000.0,2.0,RENT,40000.0,Fully Paid,NY,4.35,71.2,5.0,0.0,0.0,3773.0,0
58899,26500.0,8.0,RENT,60000.0,Fully Paid,CA,27.64,38.0,18.0,0.0,0.0,36847.0,0
58900,3500.0,1.0,RENT,30000.0,Charged Off,FL,19.04,48.9,16.0,0.0,0.0,18249.0,1
58903,6000.0,7.0,RENT,130000.0,Fully Paid,AZ,8.99,51.2,29.0,0.0,0.0,44269.0,0
58905,18000.0,10.0,MORTGAGE,100000.0,Fully Paid,NC,9.04,55.7,33.0,0.0,0.0,27844.0,0
58907,7700.0,6.0,RENT,40000.0,Charged Off,NY,15.81,48.4,23.0,0.0,0.0,11452.0,1
58909,18000.0,4.0,RENT,45000.0,Fully Paid,MA,23.36,50.3,29.0,0.0,0.0,38283.0,0
58912,10000.0,1.0,RENT,55000.0,Fully Paid,CA,11.0,51.4,7.0,0.0,0.0,15672.0,0
58914,28000.0,10.0,MORTGAGE,68000.0,Charged Off,VA,17.67,71.7,27.0,0.0,0.0,31768.0,1
58916,24000.0,10.0,RENT,75000.0,Fully Paid,WI,16.0,59.5,31.0,0.0,0.0,26391.0,0
58917,20000.0,6.0,RENT,65000.0,Fully Paid,CA,19.05,76.4,22.0,0.0,0.0,47508.0,0
58921,12375.0,5.0,RENT,42000.0,Fully Paid,NJ,10.2,68.2,9.0,0.0,0.0,9203.0,0
58925,17000.0,9.0,OWN,40000.0,Fully Paid,CA,25.8,49.3,29.0,1.0,0.0,22474.0,0
58926,20000.0,10.0,RENT,93743.26,Fully Paid,NJ,9.35,66.0,32.0,0.0,0.0,24224.0,0
58929,10950.0,2.0,MORTGAGE,85500.0,Fully Paid,IN,15.45,51.1,29.0,0.0,0.0,48640.0,0
58933,16000.0,10.0,OWN,58000.0,Fully Paid,PA,34.84,70.4,27.0,0.0,0.0,24059.0,0
58935,12000.0,10.0,OWN,48000.0,Fully Paid,IL,19.0,66.8,25.0,0.0,0.0,27571.0,0
58936,20000.0,6.0,RENT,56500.0,Fully Paid,CA,28.99,53.7,46.0,0.0,0.0,34180.0,0
58938,10000.0,10.0,RENT,48000.0,Fully Paid,WI,11.93,32.3,28.0,0.0,0.0,12633.0,0
58946,7300.0,9.0,RENT,48000.0,Fully Paid,CA,20.7,92.3,20.0,0.0,0.0,28599.0,0
58947,10000.0,1.0,RENT,31782.0,Fully Paid,WA,26.55,47.3,18.0,0.0,1.0,33213.0,0
58952,14000.0,3.0,OWN,39000.0,Fully Paid,CA,27.56,67.3,27.0,0.0,0.0,31336.0,0
58954,20000.0,1.0,MORTGAGE,85000.0,Fully Paid,WA,13.56,60.0,27.0,0.0,0.0,22800.0,0
58955,25000.0,5.0,RENT,59118.0,Fully Paid,MD,22.43,33.4,31.0,0.0,0.0,29632.0,0
58959,6000.0,4.0,RENT,60000.0,Fully Paid,NJ,11.94,23.9,16.0,0.0,0.0,5104.0,0
58962,13400.0,10.0,RENT,38000.0,Charged Off,AR,22.43,65.7,10.0,0.0,0.0,36601.0,1
58964,6000.0,5.0,OWN,26000.0,Charged Off,GA,11.31,58.5,7.0,0.0,0.0,6495.0,1
58965,6000.0,6.0,RENT,42500.0,Fully Paid,OR,11.52,41.9,13.0,0.0,1.0,8699.0,0
58966,10000.0,9.0,RENT,29000.0,Fully Paid,WA,28.19,58.7,19.0,0.0,0.0,20578.0,0
58967,10000.0,7.0,RENT,52000.0,Fully Paid,NY,14.84,50.0,24.0,0.0,1.0,17315.0,0
58971,5375.0,10.0,OWN,20000.0,Fully Paid,CA,27.67,89.0,29.0,0.0,0.0,14758.0,0
58972,5000.0,3.0,RENT,35000.0,Fully Paid,GA,7.48,14.7,19.0,0.0,0.0,5319.0,0
58974,6000.0,10.0,RENT,20000.0,Fully Paid,TX,30.73,87.5,18.0,0.0,0.0,16611.0,0
58976,10000.0,10.0,OWN,48000.0,Fully Paid,TX,15.3,48.5,17.0,0.0,0.0,25558.0,0
